user_id,favorite_sports,odds_format,marketing_opt_in
BB10000640,"Football,Tennis,Rugby,Baseball",American,Yes
BB10000641,"Basketball,Hockey,Tennis,Boxing",Fractional,No
BB10000642,"Tennis,Cricket",Dec,false
BB10000643,Boxing,Dec,0
BB10000644,"Cricket,Cricket,Boxing,Rugby",AMERICAN,0
BB10000645,Baseball,Fractional,FALSE
BB10000646,Boxing,Fractional,TRUE
BB10000647,Football,Decimal,1
BB10000648,"Cricket,Rugby,Basketball",fractional,TRUE
BB10000649,"Hockey,Rugby,Rugby",fractional,
BB10000650,Baseball,fractional,0
BB10000651,"Rugby,Baseball,Cricket,Cricket",American,TRUE
BB10000652,"Boxing,Basketball,Hockey",Fractional,1
BB10000653,"Rugby,Hockey,Basketball,Basketball",Dec,FALSE
BB10000654,"Cricket,Tennis,Cricket,Football",,
BB10000655,Hockey,Fractional,false
BB10000657,"Golf,Football,Hockey,Golf",Fractional,
BB10000658,"Rugby,Hockey,Golf,Rugby",,No
BB10000659,"Tennis,Football,Hockey",fractional,FALSE
BB10000660,Rugby,Decimal,false
BB10000663,"Basketball,Tennis,Boxing,Basketball",American,1
BB10000664,"Boxing,Tennis,Baseball",Decimal,false
BB10000665,"Boxing,Baseball",,1
BB10000666,"Football,Tennis,Boxing,Football",,
BB10000667,"Golf,Basketball,Boxing,Football",AMERICAN,true
BB10000669,"Hockey,Cricket,Hockey",fractional,Yes
BB10000670,"Golf,Baseball,Tennis,Baseball",American,true
BB10000671,"Football,Football",,Yes
BB10000672,"Football,Football",DECIMAL,false
BB10000673,Football,American,1
BB10000674,"Rugby,Football,Golf,Hockey",AMERICAN,false
BB10000675,Cricket,,Yes
BB10000676,Golf,American,false
BB10000678,"Rugby,Football",Decimal,Yes
BB10000679,Hockey,Decimal,Yes
BB10000680,"Hockey,Rugby,Golf",Dec,false
BB10000681,Cricket,Fractional,No
BB10000682,"Cricket,Rugby,Hockey,Cricket",AMERICAN,FALSE
BB10000683,"Rugby,Basketball,Football",Dec,No
BB10000684,"Baseball,Basketball,Basketball,Baseball",Fractional,Yes
BB10000685,"Hockey,Football,Cricket,Cricket",DECIMAL,
BB10000686,"Baseball,Tennis,Baseball",,FALSE
BB10000687,Tennis,,Yes
BB10000688,Golf,Fractional,0
BB10000690,"Boxing,Hockey,Baseball",,0
BB10000691,"Cricket,Basketball",AMERICAN,FALSE
BB10000692,Basketball,Dec,true
BB10000693,Football,,Yes
BB10000694,"Baseball,Basketball,Rugby,Golf",Decimal,FALSE
BB10000695,Rugby,Decimal,0
BB10000697,Rugby,,0
BB10000698,"Basketball,Basketball",,true
BB10000700,"Cricket,Cricket",Decimal,true
BB10000701,"Basketball,Football",,FALSE
BB10000702,"Cricket,Baseball,Hockey",DECIMAL,TRUE
BB10000703,"Hockey,Football,Rugby,Football",,No
BB10000705,"Hockey,Basketball,Basketball",,FALSE
BB10000706,"Baseball,Basketball",American,
BB10000707,Cricket,DECIMAL,FALSE
BB10000708,"Baseball,Tennis,Tennis,Rugby",American,true
BB10000709,Football,Decimal,TRUE
BB10000710,Golf,Decimal,TRUE
BB10000711,"Cricket,Tennis",,1
BB10000712,Hockey,Dec,No
BB10000713,"Boxing,Boxing",AMERICAN,Yes
BB10000714,"Baseball,Rugby,Rugby",AMERICAN,true
BB10000715,"Boxing,Football,Cricket",American,false
BB10000716,"Basketball,Cricket",DECIMAL,0
BB10000717,"Golf,Cricket,Football",,false
BB10000718,"Golf,Cricket,Baseball",Fractional,FALSE
BB10000720,"Tennis,Hockey",American,0
BB10000721,Tennis,American,TRUE
BB10000722,"Tennis,Tennis",DECIMAL,
BB10000723,"Rugby,Rugby,Boxing,Golf",,Yes
BB10000724,"Basketball,Tennis,Golf",Decimal,Yes
BB10000725,"Rugby,Basketball",American,1
BB10000726,Football,fractional,0
BB10000727,Rugby,,1
BB10000728,Hockey,American,No
BB10000729,"Rugby,Tennis,Hockey",American,FALSE
BB10000730,Baseball,,true
BB10000731,"Golf,Football,Golf",,Yes
BB10000732,Golf,Fractional,TRUE
BB10000733,"Rugby,Golf,Football",Dec,No
BB10000735,"Hockey,Boxing,Football",Dec,Yes
BB10000736,"Baseball,Cricket,Boxing,Rugby",,false
BB10000737,"Football,Cricket,Hockey,Cricket",American,TRUE
BB10000738,"Football,Boxing,Boxing,Tennis",Decimal,1
BB10000739,"Basketball,Rugby,Tennis,Basketball",Decimal,Yes
BB10000740,Rugby,Dec,FALSE
BB10000741,Cricket,,true
BB10000743,"Cricket,Football",AMERICAN,
BB10000744,Golf,Fractional,1
BB10000745,"Boxing,Baseball,Tennis",Fractional,No
BB10000746,Basketball,Dec,1
BB10000748,"Boxing,Boxing",,
BB10000749,Cricket,American,FALSE
BB10000750,"Basketball,Cricket,Hockey",American,true
BB10000751,Tennis,DECIMAL,0
BB10000754,Football,Decimal,true
BB10000755,Golf,,true
BB10000756,Hockey,American,true
BB10000758,"Hockey,Cricket,Basketball",DECIMAL,false
BB10000760,Golf,American,
BB10000762,"Hockey,Boxing",American,false
BB10000763,"Hockey,Cricket,Golf",AMERICAN,false
BB10000764,"Baseball,Baseball,Rugby,Football",fractional,Yes
BB10000765,"Tennis,Cricket,Hockey,Cricket",,No
BB10000766,"Baseball,Cricket,Golf,Baseball",Fractional,1
BB10000768,"Basketball,Boxing,Cricket",,Yes
BB10000769,"Cricket,Baseball,Hockey,Hockey",,Yes
BB10000770,"Rugby,Basketball,Rugby",,true
BB10000771,"Rugby,Tennis,Tennis,Rugby",,FALSE
BB10000772,"Golf,Tennis,Cricket,Boxing",Decimal,false
BB10000773,"Boxing,Cricket,Football",fractional,1
BB10000774,"Tennis,Cricket",,
BB10000775,"Rugby,Basketball,Football,Tennis",AMERICAN,Yes
BB10000776,Rugby,Decimal,No
BB10000777,"Cricket,Cricket,Cricket,Rugby",Fractional,false
BB10000778,"Cricket,Cricket",,TRUE
BB10000779,"Tennis,Baseball,Rugby,Hockey",Fractional,false
BB10000780,"Cricket,Golf",fractional,TRUE
BB10000781,Boxing,Decimal,TRUE
BB10000782,Baseball,fractional,
BB10000783,"Cricket,Football",fractional,
BB10000784,"Cricket,Rugby,Golf,Baseball",,1
BB10000785,"Rugby,Boxing",,TRUE
BB10000786,Golf,American,Yes
BB10000787,"Tennis,Boxing,Football,Basketball",American,0
BB10000788,"Basketball,Basketball",fractional,
BB10000789,"Rugby,Football,Basketball,Basketball",,true
BB10000790,"Boxing,Football,Hockey,Tennis",,No
BB10000791,Cricket,DECIMAL,
BB10000792,"Golf,Football,Rugby",Dec,0
BB10000793,"Basketball,Basketball",fractional,true
BB10000794,"Baseball,Basketball,Golf",fractional,1
BB10000795,"Boxing,Football,Hockey",Decimal,0
BB10000796,"Tennis,Hockey,Cricket,Boxing",,TRUE
BB10000797,"Tennis,Hockey,Baseball",American,No
BB10000798,"Boxing,Tennis,Football,Boxing",AMERICAN,false
BB10000799,"Golf,Cricket,Rugby",,true
BB10000800,"Rugby,Boxing",fractional,false
BB10000802,"Boxing,Baseball",,1
BB10000803,"Boxing,Basketball,Cricket",DECIMAL,
BB10000805,"Hockey,Hockey",American,
BB10000806,"Basketball,Hockey,Basketball",,FALSE
BB10000807,"Basketball,Baseball,Basketball,Boxing",,TRUE
BB10000808,"Hockey,Tennis",Dec,true
BB10000809,"Tennis,Golf,Tennis",Fractional,
BB10000811,"Baseball,Baseball,Baseball,Baseball",,No
BB10000812,"Hockey,Hockey,Hockey,Hockey",Decimal,
BB10000813,"Tennis,Cricket,Cricket,Hockey",fractional,FALSE
BB10000814,"Basketball,Tennis,Golf,Basketball",,Yes
BB10000815,"Tennis,Boxing,Rugby,Baseball",American,FALSE
BB10000816,"Rugby,Hockey",DECIMAL,0
BB10000817,"Tennis,Baseball,Cricket,Hockey",,
BB10000818,"Basketball,Baseball,Basketball,Cricket",American,Yes
BB10000819,"Rugby,Hockey",Dec,0
BB10000820,"Boxing,Boxing",Fractional,false
BB10000821,"Football,Golf",fractional,true
BB10000822,Rugby,American,true
BB10000823,"Tennis,Football,Football",Dec,0
BB10000824,"Football,Boxing,Basketball,Boxing",American,FALSE
BB10000825,"Hockey,Rugby,Cricket,Hockey",DECIMAL,TRUE
BB10000826,"Football,Cricket,Cricket,Basketball",,FALSE
BB10000827,"Hockey,Golf",,false
BB10000828,"Tennis,Hockey,Baseball,Tennis",Decimal,true
BB10000829,"Cricket,Golf,Baseball,Boxing",,
BB10000830,"Basketball,Basketball,Cricket,Football",,FALSE
BB10000831,"Cricket,Hockey,Boxing",,Yes
BB10000832,"Cricket,Cricket",Decimal,FALSE
BB10000833,"Boxing,Hockey,Rugby,Golf",AMERICAN,TRUE
BB10000834,"Basketball,Basketball",Decimal,0
BB10000835,"Golf,Basketball",,Yes
BB10000836,"Golf,Football",,FALSE
BB10000838,"Basketball,Rugby",,
BB10000839,"Hockey,Boxing,Baseball,Rugby",,
BB10000840,"Tennis,Football,Football,Rugby",Dec,false
BB10000841,"Golf,Cricket,Basketball",,0
BB10000842,"Hockey,Boxing,Baseball",Dec,No
BB10000843,"Rugby,Tennis",American,1
BB10000844,Boxing,DECIMAL,true
BB10000845,"Boxing,Cricket,Basketball",Decimal,No
BB10000846,"Basketball,Tennis",AMERICAN,
BB10000847,"Boxing,Boxing",Decimal,FALSE
BB10000848,Hockey,Fractional,true
BB10000849,"Rugby,Boxing",fractional,
BB10000850,Basketball,Fractional,FALSE
BB10000851,Tennis,,Yes
BB10000852,"Cricket,Rugby,Basketball,Baseball",Dec,TRUE
BB10000853,"Hockey,Cricket,Baseball",Fractional,No
BB10000854,"Cricket,Cricket,Cricket",American,true
BB10000855,"Cricket,Boxing,Baseball",AMERICAN,true
BB10000856,"Baseball,Golf",,TRUE
BB10000857,"Football,Golf,Cricket",,Yes
BB10000858,"Golf,Baseball,Basketball,Golf",fractional,Yes
BB10000859,Baseball,,true
BB10000860,Golf,,0
BB10000861,"Cricket,Tennis",American,
BB10000862,Tennis,AMERICAN,1
BB10000863,"Football,Football,Boxing,Golf",,
BB10000864,"Boxing,Rugby,Rugby,Hockey",Dec,1
BB10000865,"Baseball,Basketball,Baseball,Boxing",,
BB10000866,"Hockey,Basketball,Boxing",fractional,
BB10000867,"Tennis,Cricket,Tennis,Tennis",Dec,
BB10000868,"Basketball,Boxing,Golf",Decimal,Yes
BB10000869,"Boxing,Golf,Baseball",,FALSE
BB10000870,"Boxing,Tennis",Dec,TRUE
BB10000871,Hockey,Fractional,true
BB10000872,"Rugby,Basketball,Rugby",Decimal,
BB10000873,"Golf,Football,Rugby,Golf",DECIMAL,FALSE
BB10000875,"Cricket,Football,Boxing,Cricket",Dec,
BB10000876,"Tennis,Basketball,Football,Basketball",Fractional,TRUE
BB10000877,Rugby,,TRUE
BB10000880,"Cricket,Boxing,Basketball",DECIMAL,
BB10000881,Tennis,Fractional,TRUE
BB10000882,Tennis,DECIMAL,1
BB10000883,"Golf,Boxing,Golf,Boxing",American,
BB10000884,"Football,Boxing,Hockey,Rugby",Decimal,FALSE
BB10000885,"Boxing,Cricket,Cricket",,1
BB10000886,Tennis,American,Yes
BB10000887,"Rugby,Hockey",AMERICAN,FALSE
BB10000888,"Cricket,Golf,Rugby,Cricket",Decimal,true
BB10000889,"Cricket,Hockey",,false
BB10000890,"Baseball,Cricket,Boxing,Boxing",Decimal,No
BB10000891,"Football,Baseball,Baseball,Baseball",fractional,0
BB10000892,"Hockey,Football,Golf,Baseball",,TRUE
BB10000894,"Basketball,Basketball,Baseball,Baseball",American,1
BB10000895,"Boxing,Baseball",Decimal,
BB10000896,"Football,Cricket,Baseball,Rugby",Dec,
BB10000897,"Golf,Football,Baseball,Golf",,true
BB10000898,"Football,Rugby,Football",Dec,0
BB10000899,"Tennis,Rugby,Football",AMERICAN,0
BB10000901,"Boxing,Boxing,Golf",,FALSE
BB10000902,"Rugby,Football,Football,Football",Fractional,true
BB10000903,"Football,Rugby,Cricket,Football,Football",,TRUE
BB10000905,"Boxing,Boxing",,false
BB10000906,Golf,Fractional,
BB10000907,"Hockey,Basketball",,FALSE
BB10000908,"Boxing,Football",AMERICAN,
BB10000909,"Golf,Rugby",,1
BB10000911,Cricket,DECIMAL,No
BB10000912,"Baseball,Hockey,Rugby,Tennis",fractional,1
BB10000914,Golf,DECIMAL,0
BB10000915,"Boxing,Cricket,Cricket",,
BB10000916,Basketball,AMERICAN,
BB10000918,"Basketball,Tennis",DECIMAL,true
BB10000919,"Hockey,Football,Baseball",Fractional,0
BB10000920,"Cricket,Cricket",Dec,false
BB10000922,"Boxing,Basketball",Dec,0
BB10000923,"Boxing,Tennis",fractional,
BB10000924,"Basketball,Football,Golf,Rugby,Basketball",,
BB10000925,"Baseball,Golf,Golf",Dec,true
BB10000926,"Golf,Tennis",Dec,No
BB10000927,"Basketball,Basketball",AMERICAN,true
BB10000928,"Cricket,Golf,Cricket",Dec,
BB10000929,"Rugby,Cricket,Football",Fractional,0
BB10000933,"Baseball,Tennis",fractional,1
BB10000934,"Football,Tennis,Boxing",Dec,true
BB10000935,"Boxing,Tennis",DECIMAL,
BB10000936,"Cricket,Football,Boxing,Cricket",,
BB10000939,"Hockey,Football,Boxing",Dec,TRUE
BB10000940,"Tennis,Football,Boxing",AMERICAN,TRUE
BB10000941,"Hockey,Football",AMERICAN,FALSE
BB10000942,"Football,Football,Golf,Football",,
BB10000943,"Tennis,Tennis,Rugby,Football,Tennis",American,TRUE
BB10000944,Basketball,Dec,0
BB10000946,"Boxing,Rugby,Basketball,Rugby",,true
BB10000947,"Football,Cricket,Boxing,Golf",,true
BB10000948,"Rugby,Hockey,Cricket",Dec,1
BB10000949,"Hockey,Baseball",American,false
BB10000950,Tennis,,false
BB10000951,"Hockey,Cricket",AMERICAN,false
BB10000952,"Cricket,Basketball,Basketball,Cricket",,FALSE
BB10000953,"Boxing,Cricket,Football,Basketball",,false
BB10000955,"Basketball,Boxing,Boxing,Basketball,Basketball",fractional,TRUE
BB10000956,Baseball,DECIMAL,
BB10000957,Boxing,Fractional,Yes
BB10000958,Football,DECIMAL,0
BB10000959,Cricket,DECIMAL,false
BB10000960,Boxing,American,
BB10000961,"Tennis,Rugby,Rugby",Dec,0
BB10000963,Cricket,,Yes
BB10000964,"Football,Boxing,Cricket",Fractional,1
BB10000965,Rugby,American,No
BB10000966,"Football,Football,Hockey,Golf",,true
BB10000967,Tennis,Fractional,No
BB10000968,"Basketball,Basketball,Basketball",,No
BB10000970,Golf,fractional,0
BB10000971,"Cricket,Basketball,Football",DECIMAL,TRUE
BB10000972,"Cricket,Football",,1
BB10000973,"Football,Rugby",DECIMAL,TRUE
BB10000974,"Basketball,Basketball,Cricket",,0
BB10000975,"Football,Hockey,Cricket,Basketball",Dec,FALSE
BB10000977,Baseball,American,1
BB10000978,"Tennis,Tennis,Rugby,Golf",DECIMAL,0
BB10000980,"Golf,Hockey,Hockey",,false
BB10000981,Hockey,American,TRUE
BB10000982,"Golf,Golf,Baseball",Dec,0
BB10000983,"Rugby,Baseball,Baseball",,1
BB10000984,"Football,Baseball",Dec,false
BB10000985,"Boxing,Basketball",,TRUE
BB10000986,"Baseball,Hockey,Boxing,Football",American,0
BB10000987,"Baseball,Football,Basketball,Golf,Baseball",Dec,Yes
BB10000988,"Basketball,Basketball",,FALSE
BB10000989,"Basketball,Football",fractional,TRUE
BB10000990,Boxing,Dec,false
BB10000991,"Golf,Baseball",,true
BB10000992,Football,,Yes
BB10000993,"Baseball,Rugby,Cricket,Baseball",DECIMAL,TRUE
BB10000994,Hockey,Decimal,TRUE
BB10000995,"Football,Basketball",DECIMAL,FALSE
BB10000996,"Football,Rugby",AMERICAN,No
BB10000997,"Rugby,Cricket",,FALSE
BB10000998,Baseball,American,
BB10001000,Tennis,,FALSE
BB10001001,"Rugby,Tennis,Basketball,Baseball",,true
BB10001002,"Hockey,Baseball,Basketball",Fractional,
BB10001003,"Football,Baseball,Boxing,Hockey",AMERICAN,TRUE
BB10001004,"Boxing,Tennis,Basketball,Football,Boxing",DECIMAL,false
BB10001005,"Boxing,Hockey",,
BB10001006,"Hockey,Tennis,Cricket,Baseball",DECIMAL,true
BB10001007,"Tennis,Boxing,Tennis,Basketball",fractional,true
BB10001008,"Golf,Baseball,Tennis",DECIMAL,TRUE
BB10001010,"Boxing,Basketball",Decimal,1
BB10001011,"Tennis,Boxing,Hockey,Basketball,Tennis",Dec,No
BB10001012,"Football,Baseball,Tennis,Hockey",Fractional,true
BB10001013,"Golf,Basketball,Basketball",American,0
BB10001014,Cricket,American,TRUE
BB10001015,"Hockey,Football",Decimal,
BB10001016,"Hockey,Rugby,Cricket,Football",American,TRUE
BB10001017,Baseball,fractional,FALSE
BB10001018,Basketball,,FALSE
BB10001019,Boxing,Dec,1
BB10001022,"Cricket,Baseball",,
BB10001023,Baseball,Fractional,1
BB10001025,"Basketball,Basketball,Basketball",Decimal,false
BB10001026,"Hockey,Basketball,Hockey",Decimal,
BB10001027,"Rugby,Golf,Rugby",AMERICAN,
BB10001028,"Rugby,Rugby",,0
BB10001029,"Rugby,Tennis",,TRUE
BB10001030,"Cricket,Football",American,false
BB10001031,"Hockey,Baseball,Basketball",,TRUE
BB10001032,"Hockey,Cricket,Football",,false
BB10001033,"Football,Rugby,Cricket,Cricket",DECIMAL,false
BB10001034,"Cricket,Football",fractional,FALSE
BB10001036,"Golf,Rugby,Hockey",Dec,
BB10001037,"Golf,Basketball,Football,Golf",Dec,Yes
BB10001039,"Baseball,Tennis,Rugby",AMERICAN,
BB10001040,"Golf,Baseball,Hockey,Tennis",,No
BB10001041,Football,,false
BB10001042,"Boxing,Football,Hockey,Baseball",,
BB10001043,"Football,Basketball,Boxing,Football",AMERICAN,
BB10001044,Rugby,,1
BB10001046,"Hockey,Cricket,Cricket",DECIMAL,false
BB10001047,"Tennis,Basketball,Baseball,Rugby",,true
BB10001048,"Football,Football,Golf,Tennis",American,true
BB10001050,Golf,,
BB10001051,"Tennis,Cricket,Tennis",fractional,FALSE
BB10001052,"Basketball,Cricket,Cricket,Cricket",DECIMAL,1
BB10001053,"Hockey,Basketball,Basketball",fractional,FALSE
BB10001054,"Tennis,Baseball",Dec,false
BB10001055,"Basketball,Golf",AMERICAN,true
BB10001056,"Tennis,Football,Cricket",American,false
BB10001057,"Rugby,Cricket",Fractional,
BB10001058,"Hockey,Rugby",American,Yes
BB10001059,"Cricket,Rugby,Cricket",,Yes
BB10001060,"Basketball,Cricket,Basketball",Decimal,Yes
BB10001061,"Baseball,Tennis,Hockey",,No
BB10001062,"Tennis,Rugby,Cricket,Tennis",Fractional,true
BB10001063,"Tennis,Baseball",,0
BB10001064,"Rugby,Football",Fractional,
BB10001065,"Basketball,Golf,Basketball",AMERICAN,FALSE
BB10001066,"Golf,Basketball",fractional,
BB10001067,"Golf,Baseball,Hockey,Golf",,1
BB10001068,"Tennis,Hockey,Tennis",DECIMAL,TRUE
BB10001069,Basketball,Dec,Yes
BB10001070,Basketball,,
BB10001071,"Tennis,Tennis",,true
BB10001072,"Hockey,Tennis,Boxing",DECIMAL,true
BB10001073,"Tennis,Hockey,Boxing",fractional,true
BB10001074,Boxing,American,true
BB10001075,Baseball,fractional,
BB10001076,"Basketball,Tennis,Rugby,Boxing",DECIMAL,TRUE
BB10001077,"Football,Basketball,Basketball,Boxing",American,true
BB10001078,"Boxing,Baseball",Dec,TRUE
BB10001080,Rugby,,true
BB10001082,"Basketball,Rugby,Football",Fractional,No
BB10001083,Basketball,,Yes
BB10001084,"Tennis,Golf",Decimal,false
BB10001085,Golf,DECIMAL,
BB10001086,"Cricket,Tennis",Fractional,false
BB10001087,"Cricket,Rugby,Basketball",Decimal,1
BB10001088,"Rugby,Baseball,Basketball",fractional,false
BB10001089,"Rugby,Hockey,Boxing,Baseball,Rugby",,1
BB10001090,"Tennis,Cricket",,false
BB10001091,"Basketball,Tennis,Basketball",,TRUE
BB10001092,"Basketball,Hockey,Hockey",,
BB10001093,"Cricket,Rugby",DECIMAL,0
BB10001094,"Hockey,Football",Fractional,No
BB10001095,"Tennis,Basketball",Dec,0
BB10001098,"Cricket,Football",Fractional,false
BB10001099,"Football,Cricket,Football",,TRUE
BB10001101,"Baseball,Baseball",AMERICAN,true
BB10001102,"Football,Rugby",American,
BB10001103,"Golf,Boxing,Hockey,Golf",American,false
BB10001104,"Baseball,Cricket,Baseball",,false
BB10001105,"Golf,Rugby,Cricket,Cricket,Golf",Dec,false
BB10001107,"Football,Tennis,Golf,Football",fractional,0
BB10001108,"Tennis,Tennis",Decimal,FALSE
BB10001110,"Football,Cricket,Tennis",Dec,1
BB10001111,Tennis,,1
BB10001113,"Rugby,Boxing,Tennis,Basketball",Fractional,0
BB10001114,"Baseball,Basketball",,No
BB10001115,"Cricket,Cricket",Dec,false
BB10001116,"Football,Football,Baseball,Tennis",Fractional,FALSE
BB10001117,"Basketball,Tennis,Cricket,Basketball",,FALSE
BB10001118,"Rugby,Basketball,Basketball,Rugby,Rugby",Dec,1
BB10001119,"Cricket,Baseball,Golf",Decimal,true
BB10001120,"Baseball,Rugby",Dec,TRUE
BB10001121,"Cricket,Golf,Cricket",,FALSE
BB10001123,Hockey,DECIMAL,false
BB10001124,"Basketball,Baseball,Basketball,Golf",American,No
BB10001125,"Football,Boxing,Boxing,Hockey",Decimal,TRUE
BB10001126,"Football,Football",,
BB10001127,"Basketball,Football,Hockey",fractional,No
BB10001128,"Golf,Baseball,Basketball,Baseball",Dec,
BB10001129,"Football,Baseball",AMERICAN,
BB10001130,"Golf,Tennis",fractional,true
BB10001131,"Rugby,Rugby",,0
BB10001132,"Rugby,Basketball",Decimal,No
BB10001134,Baseball,Dec,
BB10001135,"Basketball,Basketball,Cricket",,Yes
BB10001136,"Rugby,Baseball,Hockey,Hockey,Rugby",,false
BB10001137,"Football,Baseball,Rugby,Golf",Decimal,TRUE
BB10001138,"Golf,Basketball,Boxing,Hockey",,TRUE
BB10001140,"Golf,Tennis",Dec,true
BB10001141,"Football,Football,Boxing,Boxing",AMERICAN,TRUE
BB10001142,"Basketball,Rugby,Boxing,Boxing",Dec,1
BB10001143,"Golf,Cricket,Football",Dec,Yes
BB10001144,"Hockey,Basketball,Hockey",American,
BB10001145,"Rugby,Rugby",,No
BB10001146,"Tennis,Golf",Dec,true
BB10001147,"Rugby,Rugby",,false
BB10001149,"Football,Golf",Dec,true
BB10001150,"Hockey,Football,Baseball,Cricket",American,true
BB10001151,Basketball,,
BB10001152,"Hockey,Basketball,Football,Hockey",American,No
BB10001154,"Basketball,Football,Baseball",DECIMAL,No
BB10001155,"Golf,Boxing,Cricket",fractional,Yes
BB10001156,Rugby,DECIMAL,FALSE
BB10001157,"Cricket,Baseball,Boxing,Rugby",AMERICAN,false
BB10001158,Hockey,,true
BB10001160,"Boxing,Cricket,Football,Rugby",Fractional,
BB10001161,"Basketball,Rugby,Tennis",,0
BB10001162,Rugby,Fractional,TRUE
BB10001163,"Tennis,Tennis,Basketball,Boxing",Dec,FALSE
BB10001164,"Rugby,Tennis,Football,Rugby",Decimal,Yes
BB10001166,Hockey,,false
BB10001167,"Baseball,Tennis,Baseball,Cricket",Decimal,FALSE
BB10001168,Boxing,DECIMAL,
BB10001171,"Tennis,Football,Baseball,Boxing",Decimal,true
BB10001172,Football,,TRUE
BB10001173,"Hockey,Rugby",American,TRUE
BB10001174,Golf,,No
BB10001175,"Tennis,Tennis,Tennis,Football",DECIMAL,false
BB10001176,Basketball,Dec,false
BB10001177,"Baseball,Tennis,Golf",American,No
BB10001178,"Boxing,Golf,Boxing,Basketball",fractional,false
BB10001180,Tennis,Decimal,
BB10001181,"Basketball,Golf,Cricket",Dec,true
BB10001182,"Football,Rugby,Baseball",Dec,Yes
BB10001183,"Golf,Football,Football,Tennis",Decimal,0
BB10001186,"Cricket,Football,Baseball,Boxing",DECIMAL,Yes
BB10001187,"Baseball,Football,Golf",fractional,0
BB10001188,Basketball,Decimal,TRUE
BB10001189,"Hockey,Boxing",Decimal,FALSE
BB10001190,"Boxing,Golf,Football,Football",DECIMAL,1
BB10001191,Football,,
BB10001192,"Tennis,Golf,Boxing,Tennis",,
BB10001193,Basketball,American,true
BB10001194,"Cricket,Baseball,Basketball,Hockey",,FALSE
BB10001195,"Tennis,Baseball",Dec,Yes
BB10001196,Rugby,Fractional,FALSE
BB10001197,"Tennis,Hockey,Golf",American,Yes
BB10001198,"Tennis,Tennis",,
BB10001199,Football,Decimal,
BB10001201,"Hockey,Baseball",Dec,false
BB10001202,Golf,Dec,false
BB10001203,"Rugby,Basketball,Cricket",American,0
BB10001204,"Golf,Tennis,Football,Rugby",Dec,TRUE
BB10001206,"Golf,Baseball,Cricket",Dec,
BB10001208,Baseball,DECIMAL,No
BB10001210,"Football,Boxing,Basketball",,true
BB10001212,"Cricket,Cricket",,true
BB10001214,Baseball,,1
BB10001215,"Baseball,Hockey,Boxing",Fractional,
BB10001216,Golf,Decimal,FALSE
BB10001217,Tennis,DECIMAL,
BB10001218,"Boxing,Rugby,Cricket,Rugby",DECIMAL,
BB10001219,"Tennis,Baseball,Hockey,Golf",Fractional,TRUE
BB10001221,"Rugby,Rugby",,
BB10001222,"Golf,Baseball",AMERICAN,
BB10001223,"Golf,Basketball,Basketball,Rugby",American,Yes
BB10001224,Hockey,,1
BB10001225,"Basketball,Tennis,Hockey",Dec,true
BB10001226,"Tennis,Rugby",AMERICAN,0
BB10001228,"Baseball,Cricket,Football,Rugby",Fractional,No
BB10001229,Hockey,Dec,
BB10001230,"Golf,Baseball,Tennis",,0
BB10001233,Basketball,AMERICAN,
BB10001234,"Basketball,Baseball,Hockey",DECIMAL,FALSE
BB10001235,"Rugby,Rugby,Basketball,Rugby",Dec,false
BB10001237,Basketball,AMERICAN,
BB10001238,"Hockey,Tennis,Baseball,Hockey",fractional,0
BB10001239,"Cricket,Football,Baseball",fractional,true
BB10001240,"Basketball,Boxing,Football",AMERICAN,true
BB10001241,Boxing,Decimal,false
BB10001242,Boxing,Decimal,FALSE
BB10001243,"Cricket,Tennis,Boxing",,0
BB10001244,"Baseball,Baseball,Golf,Football",Dec,
BB10001246,"Cricket,Cricket,Hockey",,
BB10001247,"Hockey,Hockey",Decimal,1
BB10001248,"Football,Cricket,Rugby",Dec,false
BB10001249,Tennis,AMERICAN,0
BB10001250,"Hockey,Boxing,Tennis",fractional,
BB10001251,Cricket,,0
BB10001252,"Tennis,Golf",American,
BB10001253,"Rugby,Golf,Basketball,Golf,Rugby",Dec,false
BB10001255,"Golf,Boxing,Cricket,Football",Dec,Yes
BB10001257,Hockey,fractional,0
BB10001258,"Baseball,Rugby,Boxing",Decimal,
BB10001259,"Boxing,Hockey,Golf",,TRUE
BB10001260,"Basketball,Football",Fractional,
BB10001261,"Football,Tennis,Tennis,Tennis",Decimal,No
BB10001262,"Cricket,Football,Cricket",,
BB10001263,"Rugby,Rugby",,false
BB10001264,"Baseball,Tennis,Boxing",American,true
BB10001265,Basketball,AMERICAN,
BB10001266,Hockey,Decimal,No
BB10001267,Rugby,,
BB10001269,"Boxing,Baseball,Football",Decimal,No
BB10001270,"Hockey,Cricket,Hockey,Tennis,Hockey",fractional,true
BB10001272,"Golf,Boxing,Golf",DECIMAL,true
BB10001273,"Cricket,Hockey,Cricket",,0
BB10001274,"Golf,Basketball,Boxing,Boxing",,Yes
BB10001275,"Hockey,Tennis,Boxing",AMERICAN,false
BB10001276,"Baseball,Boxing,Cricket,Cricket",,FALSE
BB10001277,"Rugby,Boxing",Dec,1
BB10001278,"Cricket,Basketball,Cricket",,0
BB10001279,"Football,Basketball,Tennis,Golf",American,TRUE
BB10001281,Basketball,Dec,TRUE
BB10001282,"Baseball,Basketball",Fractional,true
BB10001284,"Hockey,Rugby,Baseball,Cricket",American,
