txn_id,user_id,txn_type,amount,payment_method,status,txn_time
TSC10003941,BB10001121,withdraw,3242.54,Credit Card,processing,23/07/2024 09:40
TSC10003942,BB10002404,Deposit,4911.6,Crypto,Failed,14/07/2024 09:56
TSC10003943,BB10002001,withdraw,3795.3,Mobile Money,cancelled,"16 September 2024, 10:43"
TSC10003944,BB10002970,deposit,1039.9,Cash,,"24 January 2025, 03:16"
TSC10003945,BB10001268,deposit,769.72,Mobile Money,,2024-06-19
TSC10003946,BB10004855,,3264.33,Mobile Money,processing,30/07/2024 06:43
TSC10003947,BB10001435,Wd,3396.83,mpesa,Pending,27/02/2025 10:06
TSC10003948,BB10002088,,4746.06,Bank Transfer,processing,25/01/2025 05:09
TSC10003949,BB10000312,withdraw,0.0,Cash,Failed,2024-10-30
TSC10003950,BB10002318,Withdrawal,3672.96,,Pending,"29 October 2024, 00:44"
TSC10003951,BB10001653,,4340.81,mpesa,Failed,23/07/2024 02:33
TSC10003952,BB10002559,Withdrawal,3713.97,Bank Transfer,SUCCESS,"Jul 05, 2024 01:00"
TSC10003953,BB10002016,Withdrawal,1978.85,Credit Card,cancelled,2025-03-07
TSC10003954,BB10004271,Withdrawal,4499.86,Crypto,,2024-05-15
TSC10003955,BB10000541,withdraw,4409.98,mpesa,Pending,22/05/2024 21:45
TSC10003956,BB10001896,Deposit,1805.89,Cash,,"Dec 02, 2024 14:36"
TSC10003957,BB10003522,Deposit,3352.62,Crypto,cancelled,2024-07-04
TSC10003958,BB10000548,Deposit,4641.98,,,12-23-2024 01:58 AM
TSC10003959,BB10003800,withdraw,2021.79,,Failed,"May 21, 2024 11:06"
TSC10003960,BB10000477,Withdrawal,4809.97,Credit Card,processing,"02 December 2024, 03:56"
TSC10003961,BB10000910,Deposit,612.52,Crypto,Failed,27/05/2024 13:40
TSC10003962,BB10001109,Withdrawal,861.82,Credit Card,,"09 August 2024, 11:24"
TSC10003963,BB10004261,deposit,3905.88,,cancelled,"Jul 11, 2024 21:44"
TSC10003964,BB10003462,Deposit,1335.35,Credit Card,Completed,"22 April 2025, 03:15"
TSC10003965,BB10004154,withdraw,447.55,mpesa,SUCCESS,12/12/2024 01:23
TSC10003966,BB10001113,withdraw,4159.92,,Pending,2024-11-28
TSC10003967,BB10002681,withdraw,1658.87,Bank Transfer,,"May 13, 2024 22:47"
TSC10003968,BB10003786,Deposit,2685.61,Cash,processing,2025-01-24
TSC10003969,BB10004829,deposit,1727.01,Credit Card,,"Jan 03, 2025 20:16"
TSC10003970,BB10004784,deposit,4064.15,Cash,cancelled,"Aug 18, 2024 16:15"
TSC10003971,BB10004786,Deposit,270.01,Mobile Money,processing,07/06/2024 11:13
TSC10003972,BB10004312,withdraw,1763.94,Cash,Completed,2024-10-18 05:10:45
TSC10003973,BB10003999,Wd,3798.94,Credit Card,Failed,05-04-2025 06:00 PM
TSC10003974,BB10001872,withdraw,3769.73,Mobile Money,,19/03/2025 22:08
TSC10003975,BB10000470,,291.26,,Completed,"08 July 2024, 10:43"
TSC10003976,BB10003469,Deposit,439.81,Credit Card,Failed,2025-03-06 10:20:18
TSC10003977,BB10001045,,1865.24,Cash,Failed,12/12/2024 14:22
TSC10003978,BB10001468,,4600.11,Crypto,processing,2025-02-21
TSC10003979,BB10004114,deposit,4793.31,Bank Transfer,cancelled,2025-03-02
TSC10003980,BB10002938,,3432.1,Mobile Money,,07-12-2024 01:55 PM
TSC10003981,BB10004585,Wd,4899.8,Crypto,,03/01/2025 01:53
TSC10003982,BB10000116,deposit,1789.53,Credit Card,Completed,2024-08-11 18:17:43
TSC10003983,BB10003403,Withdrawal,1230.08,Mobile Money,SUCCESS,26/01/2025 15:37
TSC10003984,BB10000552,Wd,4738.86,mpesa,cancelled,"09 September 2024, 07:20"
TSC10003985,BB10003178,Wd,1451.28,,processing,2024-10-19
TSC10003986,BB10001624,Deposit,4641.54,Bank Transfer,cancelled,"08 December 2024, 20:35"
TSC10003987,BB10003185,Wd,4945.07,PayPal,processing,2024-07-30
TSC10003988,BB10001091,Withdrawal,0.0,Credit Card,Failed,09-24-2024 10:26 PM
TSC10003989,BB10000082,Deposit,939.38,Credit Card,Completed,2024-06-15
TSC10003990,BB10001997,,3223.09,Mobile Money,Pending,07-20-2024 01:18 AM
TSC10003991,BB10001424,Withdrawal,0.0,Crypto,cancelled,17/03/2025 02:32
TSC10003992,BB10003726,deposit,3630.19,PayPal,,"Nov 07, 2024 08:39"
TSC10003993,BB10002441,Deposit,3520.67,Crypto,Pending,10-07-2024 11:23 AM
TSC10003994,BB10001045,deposit,787.99,,,06-30-2024 06:35 PM
TSC10003995,BB10001044,,3913.94,mpesa,SUCCESS,2024-06-11
TSC10003996,BB10001990,Wd,0.0,mpesa,,"27 October 2024, 22:55"
TSC10003997,BB10003384,Withdrawal,2767.13,Crypto,,2024-12-17 16:18:19
TSC10003998,BB10001341,Wd,2279.83,Bank Transfer,Pending,"21 May 2024, 09:45"
TSC10003999,BB10001873,withdraw,4686.41,Cash,SUCCESS,2025-02-17 10:46:16
TSC10004000,BB10002674,Wd,1615.07,Crypto,,11-06-2024 11:38 PM
TSC10004001,BB10004926,deposit,57.42,Crypto,Pending,"Jun 19, 2024 01:41"
TSC10004002,BB10000882,,3523.52,Mobile Money,,10-30-2024 06:46 AM
TSC10004003,BB10003700,Deposit,1645.75,Crypto,cancelled,2024-06-23
TSC10004004,BB10000550,Withdrawal,3841.63,Mobile Money,processing,2024-12-13
TSC10004005,BB10000592,Wd,3976.54,Crypto,Pending,2025-03-05 09:25:40
TSC10004006,BB10000990,deposit,2152.76,mpesa,Completed,30/03/2025 18:11
TSC10004007,BB10002884,withdraw,1666.53,PayPal,,02-14-2025 03:53 AM
TSC10004008,BB10002686,,4637.72,Bank Transfer,Pending,2024-12-30
TSC10004009,BB10004755,deposit,4247.53,Cash,Failed,11-13-2024 07:41 PM
TSC10004010,BB10003353,withdraw,4395.19,mpesa,Failed,2024-09-19 10:12:37
TSC10004011,BB10000279,,4239.16,Mobile Money,,05-23-2024 12:20 AM
TSC10004012,BB10001161,Withdrawal,3220.98,Mobile Money,processing,2024-11-16
TSC10004013,BB10000126,Deposit,1352.36,PayPal,Completed,07-29-2024 11:11 PM
TSC10004014,BB10002681,,75.12,,cancelled,24/02/2025 04:20
TSC10004015,BB10001831,,2707.96,Credit Card,Pending,2025-02-19 12:37:31
TSC10004016,BB10003498,withdraw,2085.91,Crypto,Completed,23/09/2024 09:23
TSC10004017,BB10002050,Wd,4468.67,Mobile Money,Completed,12-08-2024 07:01 AM
TSC10004018,BB10000021,deposit,4271.29,,processing,01/02/2025 22:27
TSC10004019,BB10000279,deposit,4075.37,Crypto,Completed,02-09-2025 07:02 AM
TSC10004020,BB10004837,,1279.78,mpesa,,2025-01-16
TSC10004021,BB10000411,deposit,2463.33,Credit Card,Pending,"Jun 11, 2024 20:08"
TSC10004022,BB10004832,Withdrawal,4399.21,PayPal,cancelled,2024-06-25
TSC10004023,BB10004617,deposit,1459.86,Credit Card,cancelled,2024-10-28 10:04:34
TSC10004024,BB10003825,,0.0,Bank Transfer,SUCCESS,"31 July 2024, 01:43"
TSC10004025,BB10000287,withdraw,2482.99,Mobile Money,cancelled,"16 March 2025, 21:49"
TSC10004026,BB10004065,deposit,1949.61,Crypto,,2024-08-18 14:37:05
TSC10004027,BB10001726,Deposit,1521.58,mpesa,SUCCESS,23/03/2025 09:05
TSC10004028,BB10000109,deposit,4655.82,Cash,,03/10/2024 09:40
TSC10004029,BB10000710,Wd,901.23,Mobile Money,processing,"15 July 2024, 04:29"
TSC10004030,BB10004731,deposit,825.35,,,2025-01-21
TSC10004031,BB10001143,Withdrawal,3519.52,mpesa,cancelled,02-19-2025 11:27 AM
TSC10004032,BB10001355,,4683.38,Credit Card,processing,"Dec 04, 2024 06:04"
TSC10004033,BB10003854,Wd,2251.79,Cash,,19/06/2024 04:25
TSC10004034,BB10001611,withdraw,3421.96,Crypto,processing,"09 May 2024, 18:37"
TSC10004035,BB10001478,withdraw,1136.01,PayPal,cancelled,2025-01-01 05:09:53
TSC10004036,BB10000655,Wd,1034.56,Credit Card,cancelled,2025-01-13
TSC10004037,BB10003679,withdraw,2415.79,PayPal,processing,"30 August 2024, 12:41"
TSC10004038,BB10000274,Withdrawal,696.04,,cancelled,"Sep 16, 2024 11:08"
TSC10004039,BB10001522,Withdrawal,-34.01,,cancelled,07-02-2024 04:19 PM
TSC10004040,BB10001391,deposit,2307.96,PayPal,Failed,12-31-2024 03:07 AM
TSC10004041,BB10002309,Wd,2330.79,Cash,Completed,"07 August 2024, 18:51"
TSC10004042,BB10003708,deposit,1712.76,Cash,Failed,"15 March 2025, 10:05"
TSC10004043,BB10004357,Withdrawal,1548.01,mpesa,SUCCESS,2024-10-08
TSC10004044,BB10004265,deposit,3785.68,Credit Card,Failed,"17 September 2024, 16:43"
TSC10004045,BB10001903,Wd,280.3,,,08-15-2024 07:04 PM
TSC10004046,BB10003017,Deposit,3729.62,Bank Transfer,SUCCESS,10/01/2025 17:35
TSC10004047,BB10000555,Wd,2112.98,Bank Transfer,cancelled,"Feb 06, 2025 21:28"
TSC10004048,BB10002037,,3702.28,Mobile Money,,05/10/2024 01:49
TSC10004049,BB10004736,Withdrawal,3080.71,Mobile Money,processing,"Feb 17, 2025 10:04"
TSC10004050,BB10002596,,4251.47,PayPal,SUCCESS,2024-10-30
TSC10004051,BB10001362,deposit,3668.83,PayPal,cancelled,2024-09-19 08:46:06
TSC10004052,BB10003193,Withdrawal,3408.9,mpesa,cancelled,"25 November 2024, 19:47"
TSC10004053,BB10001474,Withdrawal,25.39,Mobile Money,Failed,08-07-2024 08:07 PM
TSC10004054,BB10001519,withdraw,2811.07,Crypto,processing,2024-08-27
TSC10004055,BB10002299,Deposit,3534.9,PayPal,,09/09/2024 22:06
TSC10004056,BB10000008,withdraw,1127.33,Cash,Completed,2025-01-19
TSC10004057,BB10002280,Deposit,3025.87,Mobile Money,SUCCESS,30/01/2025 21:15
TSC10004058,BB10000420,Withdrawal,1045.76,Crypto,Pending,2025-03-15
TSC10004059,BB10002674,,3023.1,Cash,SUCCESS,2025-01-02
TSC10004060,BB10000822,withdraw,2469.1,mpesa,Completed,04/02/2025 06:43
TSC10004061,BB10003004,Deposit,780.36,mpesa,Failed,10-17-2024 06:18 AM
TSC10004062,BB10002442,withdraw,3394.63,PayPal,SUCCESS,17/01/2025 13:34
TSC10004063,BB10001451,Wd,3220.44,Cash,,05/07/2024 05:49
TSC10004064,BB10001658,Withdrawal,0.0,Cash,Completed,07-24-2024 11:27 AM
TSC10004065,BB10001248,Wd,1101.64,Crypto,cancelled,"Sep 30, 2024 10:47"
TSC10004066,BB10002327,,2811.91,Credit Card,Pending,"Sep 07, 2024 18:14"
TSC10004067,BB10000284,Withdrawal,211.42,Credit Card,Pending,11-24-2024 05:47 AM
TSC10004068,BB10001178,Wd,4169.14,Cash,processing,2025-01-16 17:48:30
TSC10004069,BB10003100,,2832.18,Credit Card,Completed,"20 January 2025, 07:07"
TSC10004070,BB10003498,Deposit,3628.68,mpesa,,"04 July 2024, 20:33"
TSC10004071,BB10003191,Deposit,2914.8,Credit Card,SUCCESS,"24 April 2025, 10:45"
TSC10004072,BB10000868,,4085.3,Cash,Completed,05-09-2024 01:56 AM
TSC10004073,BB10004460,deposit,2300.26,Crypto,Pending,2024-06-09 10:01:52
TSC10004074,BB10001456,,4474.24,Crypto,,"Jun 29, 2024 05:29"
TSC10004075,BB10000625,Deposit,-21.91,,SUCCESS,2025-04-10
TSC10004076,BB10000210,deposit,3720.05,mpesa,Completed,"Oct 13, 2024 03:59"
TSC10004077,BB10001822,,522.5,Credit Card,SUCCESS,"May 30, 2024 13:17"
TSC10004078,BB10000541,Withdrawal,3978.17,PayPal,,2024-07-27
TSC10004079,BB10001474,Wd,4492.38,Credit Card,,05/06/2024 09:10
TSC10004080,BB10002902,Withdrawal,2146.49,mpesa,Completed,20/05/2024 22:31
TSC10004081,BB10002738,Deposit,3772.14,,,24/09/2024 12:28
TSC10004082,BB10000520,Withdrawal,1406.27,Bank Transfer,,01/05/2025 17:00
TSC10004083,BB10001380,withdraw,1926.91,PayPal,Pending,2024-12-17
TSC10004084,BB10002423,Deposit,4651.25,Crypto,cancelled,"Nov 13, 2024 10:34"
TSC10004085,BB10004849,deposit,3629.85,Mobile Money,Completed,22/01/2025 01:20
TSC10004086,BB10003366,,389.75,mpesa,processing,11/12/2024 08:52
TSC10004087,BB10002616,Deposit,191.85,Cash,SUCCESS,04-17-2025 01:29 PM
TSC10004088,BB10000228,deposit,538.81,Crypto,Pending,2025-03-02 17:29:55
TSC10004089,BB10002074,deposit,2819.18,Crypto,,2024-12-27 00:12:37
TSC10004090,BB10002060,,0.0,Crypto,Failed,10-14-2024 11:29 AM
TSC10004091,BB10002270,Wd,3338.46,,cancelled,"Jul 19, 2024 19:41"
TSC10004092,BB10003317,withdraw,2156.66,Crypto,,2025-01-02 01:39:35
TSC10004093,BB10003850,deposit,-65.93,Credit Card,Pending,02-24-2025 06:27 PM
TSC10004094,BB10001261,deposit,577.07,,Pending,2024-08-19
TSC10004095,BB10003295,Deposit,2999.27,Mobile Money,cancelled,"May 19, 2024 10:10"
TSC10004096,BB10003431,Wd,2750.49,Bank Transfer,,2024-12-12 02:46:27
TSC10004097,BB10004287,Deposit,662.3,Credit Card,Pending,11-11-2024 01:04 PM
TSC10004098,BB10004996,Wd,3027.71,Bank Transfer,SUCCESS,"Jul 30, 2024 18:20"
TSC10004099,BB10003254,Deposit,2640.22,Mobile Money,SUCCESS,2024-07-08
TSC10004100,BB10002378,,374.26,Cash,SUCCESS,05-20-2024 07:40 AM
TSC10004101,BB10002696,deposit,928.7,,Completed,"Aug 02, 2024 12:50"
TSC10004102,BB10000327,Wd,2239.99,Credit Card,Failed,05-07-2024 06:05 AM
TSC10004103,BB10003927,withdraw,1863.22,Bank Transfer,processing,"03 July 2024, 15:41"
TSC10004104,BB10001685,withdraw,4229.48,Credit Card,SUCCESS,"06 May 2025, 05:25"
TSC10004105,BB10004071,deposit,3159.55,Crypto,processing,"15 February 2025, 21:59"
TSC10004106,BB10004120,,2227.21,,,"13 September 2024, 03:00"
TSC10004107,BB10004819,Deposit,2482.13,PayPal,Pending,"Sep 28, 2024 11:18"
TSC10004108,BB10002161,Wd,2142.23,mpesa,Completed,07/12/2024 05:00
TSC10004109,BB10001310,Wd,2721.46,PayPal,SUCCESS,2024-11-12 05:58:43
TSC10004110,BB10004606,Wd,2623.54,Mobile Money,Pending,"Jan 31, 2025 07:16"
TSC10004111,BB10000525,Wd,31.75,Cash,,"Jun 01, 2024 05:03"
TSC10004112,BB10002743,deposit,3537.64,Bank Transfer,Failed,09/06/2024 01:56
TSC10004113,BB10001016,Wd,2783.98,,processing,2024-08-19 01:22:29
TSC10004114,BB10002093,,4602.03,Credit Card,Failed,2025-03-06 05:05:22
TSC10004115,BB10002227,Deposit,1784.92,Bank Transfer,processing,2025-04-06 08:19:10
TSC10004116,BB10000331,withdraw,2997.06,PayPal,SUCCESS,"11 September 2024, 06:53"
TSC10004117,BB10004124,,3720.71,Cash,Pending,"23 April 2025, 23:31"
TSC10004118,BB10003977,Wd,2955.96,Mobile Money,processing,"16 August 2024, 03:22"
TSC10004119,BB10001597,withdraw,4102.45,Mobile Money,cancelled,"14 December 2024, 14:48"
TSC10004120,BB10003781,Wd,4694.1,Crypto,cancelled,2024-07-17 04:43:54
TSC10004121,BB10002643,Withdrawal,3698.77,PayPal,,2025-04-11
TSC10004122,BB10004060,withdraw,1551.44,,,2024-12-03 03:03:53
TSC10004123,BB10000165,deposit,4616.09,Mobile Money,processing,2024-08-10 12:22:34
TSC10004124,BB10000816,withdraw,4218.28,,cancelled,2024-10-02 20:24:53
TSC10004125,BB10003670,Wd,3648.41,,cancelled,15/06/2024 00:49
TSC10004126,BB10003363,deposit,3451.13,PayPal,SUCCESS,2024-06-02 14:05:18
TSC10004127,BB10004488,,4533.08,mpesa,Pending,22/08/2024 14:54
TSC10004128,BB10001179,,1157.53,Credit Card,Pending,2025-04-18
TSC10004129,BB10003449,deposit,543.16,mpesa,Failed,02-24-2025 09:58 AM
TSC10004130,BB10004198,Withdrawal,128.5,Crypto,Completed,04-21-2025 01:51 PM
TSC10004131,BB10002875,Deposit,842.39,Credit Card,Completed,"23 March 2025, 03:22"
TSC10004132,BB10001855,Deposit,689.12,Bank Transfer,,02-28-2025 03:25 AM
TSC10004133,BB10002646,deposit,1554.04,PayPal,,"03 December 2024, 02:57"
TSC10004134,BB10004631,deposit,1040.68,PayPal,SUCCESS,"15 January 2025, 16:41"
TSC10004135,BB10004507,,0.0,Credit Card,SUCCESS,2025-04-24 23:46:50
TSC10004136,BB10001531,Deposit,3856.41,,processing,"28 November 2024, 20:10"
TSC10004137,BB10002722,deposit,462.09,Credit Card,Completed,"12 February 2025, 08:55"
TSC10004138,BB10004078,Deposit,4780.39,Mobile Money,cancelled,2025-02-07
TSC10004139,BB10002370,Deposit,873.85,mpesa,Failed,2025-04-23
TSC10004140,BB10003270,Withdrawal,27.27,mpesa,Failed,"21 October 2024, 17:43"
TSC10004141,BB10003954,Wd,2178.35,Mobile Money,SUCCESS,22/10/2024 10:08
TSC10004142,BB10004817,deposit,4159.07,PayPal,Pending,"Dec 07, 2024 11:33"
TSC10004143,BB10002739,Wd,3312.09,,Pending,2024-05-17 03:19:12
TSC10004144,BB10000731,withdraw,1821.21,Mobile Money,,06-18-2024 02:45 PM
TSC10004145,BB10001157,Withdrawal,3933.41,,,2024-05-31
TSC10004146,BB10000879,deposit,451.52,,SUCCESS,2024-12-24
TSC10004147,BB10004552,Wd,3257.31,Crypto,processing,"May 05, 2025 06:28"
TSC10004148,BB10000979,,2528.16,,SUCCESS,09/01/2025 09:13
TSC10004149,BB10000149,deposit,4012.79,Bank Transfer,,2024-07-30
TSC10004150,BB10000132,Withdrawal,3533.23,Bank Transfer,Completed,2024-08-30
TSC10004151,BB10000396,deposit,4739.25,Crypto,,2025-04-21
TSC10004152,BB10004845,Wd,840.33,Credit Card,Completed,2024-11-11 19:07:21
TSC10004153,BB10002486,withdraw,599.19,Credit Card,Failed,05-10-2024 04:48 PM
TSC10004154,BB10002116,Withdrawal,660.07,Mobile Money,processing,07/03/2025 02:14
TSC10004155,BB10003745,deposit,4100.28,Cash,,"05 August 2024, 19:44"
TSC10004156,BB10001411,withdraw,0.0,,Pending,2024-06-10 02:52:08
TSC10004157,BB10003545,deposit,3402.93,,processing,2025-01-08 05:02:41
TSC10004158,BB10004023,Wd,976.52,Cash,SUCCESS,"Mar 03, 2025 00:54"
TSC10004159,BB10004107,Wd,1920.07,Credit Card,Failed,2024-06-03 22:01:15
TSC10004160,BB10004617,deposit,4427.21,PayPal,Completed,04-12-2025 07:57 AM
TSC10004161,BB10004527,withdraw,379.53,PayPal,Pending,"28 October 2024, 04:56"
TSC10004162,BB10002975,withdraw,2674.85,Credit Card,Completed,"13 September 2024, 06:35"
TSC10004163,BB10004724,Withdrawal,4818.25,Crypto,,"Mar 29, 2025 18:55"
TSC10004164,BB10003882,Wd,2779.45,Credit Card,Completed,08-13-2024 10:13 AM
TSC10004165,BB10001607,Withdrawal,4568.37,mpesa,cancelled,04-18-2025 01:46 AM
TSC10004166,BB10003395,Wd,4011.62,,Failed,2025-01-11 15:31:30
TSC10004167,BB10004976,,1656.38,Mobile Money,cancelled,2025-04-04
TSC10004168,BB10000269,Withdrawal,3895.47,PayPal,Completed,2024-11-05 09:40:44
TSC10004169,BB10000220,withdraw,1410.62,Bank Transfer,cancelled,"19 July 2024, 01:47"
TSC10004170,BB10003726,Withdrawal,3301.42,Cash,processing,"30 January 2025, 18:09"
TSC10004171,BB10000600,Deposit,850.02,Crypto,Completed,2025-03-21
TSC10004172,BB10003498,withdraw,3149.46,mpesa,cancelled,"21 July 2024, 16:08"
TSC10004173,BB10001113,Deposit,397.72,Bank Transfer,SUCCESS,20/07/2024 04:58
TSC10004174,BB10003837,Wd,-9.0,Credit Card,cancelled,08-06-2024 08:20 AM
TSC10004175,BB10002833,,4319.06,Cash,Failed,19/12/2024 02:02
TSC10004176,BB10001063,Withdrawal,1736.43,,processing,03/07/2024 02:59
TSC10004177,BB10003653,,740.76,Credit Card,SUCCESS,2024-06-15
TSC10004178,BB10000818,deposit,2103.08,Bank Transfer,cancelled,08/04/2025 05:43
TSC10004179,BB10003246,,2394.85,Cash,processing,2025-01-08 23:34:38
TSC10004180,BB10002338,withdraw,3409.11,Crypto,SUCCESS,2025-01-04
TSC10004181,BB10000459,withdraw,4756.12,Crypto,Pending,2024-12-17
TSC10004182,BB10000448,Withdrawal,4661.92,Cash,processing,02-10-2025 06:45 AM
TSC10004183,BB10003885,Wd,1998.7,,SUCCESS,"20 November 2024, 22:00"
TSC10004184,BB10004666,Wd,997.77,mpesa,Completed,22/05/2024 14:02
TSC10004185,BB10002381,,3904.44,PayPal,Completed,2024-10-30 07:13:37
TSC10004186,BB10003590,Withdrawal,3126.04,Bank Transfer,Failed,12-19-2024 08:11 PM
TSC10004187,BB10003462,Withdrawal,903.18,mpesa,Failed,"Nov 02, 2024 23:18"
TSC10004188,BB10004043,,338.06,,,02/05/2025 01:00
TSC10004189,BB10000167,Deposit,3188.5,Bank Transfer,Completed,"30 March 2025, 18:27"
TSC10004190,BB10003341,,194.31,PayPal,Failed,03-20-2025 10:59 AM
TSC10004191,BB10002076,Wd,3781.88,mpesa,,"02 November 2024, 09:51"
TSC10004192,BB10000115,,-92.02,Cash,Failed,2025-05-01
TSC10004193,BB10002236,Withdrawal,2367.23,Cash,,"06 April 2025, 17:03"
TSC10004194,BB10002864,,3057.7,Crypto,Failed,2024-08-17 12:19:13
TSC10004195,BB10001273,,818.21,Crypto,Failed,27/07/2024 06:22
TSC10004196,BB10001901,withdraw,3345.12,,Pending,"Dec 03, 2024 18:28"
TSC10004197,BB10001066,withdraw,3822.1,,Pending,"26 May 2024, 22:13"
TSC10004198,BB10004836,withdraw,1209.48,,Completed,"23 February 2025, 01:46"
TSC10004199,BB10004178,Deposit,2005.97,Bank Transfer,Failed,10-28-2024 08:24 PM
TSC10004200,BB10003378,Wd,4145.88,Cash,processing,"20 November 2024, 15:48"
TSC10004201,BB10001395,deposit,1778.09,mpesa,processing,06/11/2024 16:08
TSC10004202,BB10001787,Withdrawal,905.85,Mobile Money,Failed,"Sep 27, 2024 22:47"
TSC10004203,BB10003111,withdraw,3619.4,,processing,2025-01-12 19:51:01
TSC10004204,BB10001441,Wd,3227.54,Cash,processing,07-09-2024 11:49 PM
TSC10004205,BB10000590,Withdrawal,349.65,Crypto,,28/04/2025 19:23
TSC10004206,BB10001443,withdraw,3459.98,Cash,processing,2025-01-17 04:12:53
TSC10004207,BB10004958,deposit,4959.84,Crypto,Completed,"22 October 2024, 04:26"
TSC10004208,BB10000968,Deposit,293.82,Cash,SUCCESS,01-13-2025 09:01 PM
TSC10004209,BB10000455,deposit,2457.29,Credit Card,,"May 11, 2024 11:10"
TSC10004210,BB10001601,,3717.99,Crypto,Failed,23/07/2024 02:58
TSC10004211,BB10001337,Wd,3721.43,mpesa,cancelled,"05 December 2024, 08:32"
TSC10004212,BB10004234,Wd,3828.52,,Pending,"03 September 2024, 00:15"
TSC10004213,BB10004989,Wd,1560.86,PayPal,cancelled,2024-12-16 23:02:10
TSC10004214,BB10002026,Withdrawal,4109.41,Crypto,cancelled,2024-08-10
TSC10004215,BB10002145,withdraw,0.0,Credit Card,processing,2024-11-23
TSC10004216,BB10002947,withdraw,3435.26,Credit Card,Pending,"01 August 2024, 18:16"
TSC10004217,BB10004837,deposit,3739.73,,Failed,"Oct 26, 2024 07:16"
TSC10004218,BB10001804,,4402.84,Mobile Money,,2024-12-17 01:43:05
TSC10004219,BB10001598,Deposit,671.94,PayPal,processing,"17 September 2024, 19:10"
TSC10004220,BB10001930,deposit,2670.16,,cancelled,2024-11-05 07:40:07
TSC10004221,BB10002874,Wd,1431.64,PayPal,,"Jul 23, 2024 01:02"
TSC10004222,BB10003379,deposit,1536.89,,,18/01/2025 01:50
TSC10004223,BB10001007,Wd,3602.47,Bank Transfer,Completed,2024-09-20
TSC10004224,BB10002544,deposit,3710.59,Mobile Money,,2025-03-15 04:23:16
TSC10004225,BB10000013,Wd,2735.9,mpesa,cancelled,"Aug 17, 2024 06:44"
TSC10004226,BB10004820,Withdrawal,4037.73,mpesa,processing,07-11-2024 08:26 PM
TSC10004227,BB10002708,Withdrawal,1093.25,,,2024-06-24
TSC10004228,BB10003929,Wd,654.27,mpesa,Pending,2024-12-03
TSC10004229,BB10002826,Deposit,2373.11,Crypto,,07-29-2024 03:07 PM
TSC10004230,BB10000412,deposit,488.05,,,2024-06-12 15:00:17
TSC10004231,BB10003414,Deposit,4307.92,mpesa,Completed,"Aug 13, 2024 17:52"
TSC10004232,BB10003694,Withdrawal,1989.42,Bank Transfer,processing,"01 August 2024, 06:34"
TSC10004233,BB10004969,Wd,3732.02,,Pending,10-12-2024 12:17 AM
TSC10004234,BB10003615,,1685.38,,SUCCESS,"23 September 2024, 06:18"
TSC10004235,BB10002968,withdraw,477.48,Cash,Failed,"29 June 2024, 10:00"
TSC10004236,BB10003565,Withdrawal,1532.68,Mobile Money,cancelled,04-22-2025 11:13 AM
TSC10004237,BB10001293,Deposit,2488.7,,cancelled,2024-06-30 18:28:22
TSC10004238,BB10000667,Wd,4146.29,,cancelled,2025-02-25
TSC10004239,BB10001810,Withdrawal,4051.28,Bank Transfer,Completed,2024-07-10 15:40:03
TSC10004240,BB10002349,deposit,2134.57,mpesa,Failed,"Nov 05, 2024 14:55"
TSC10004241,BB10000551,Wd,1444.88,PayPal,Pending,"05 May 2025, 18:25"
TSC10004242,BB10001104,Withdrawal,1159.51,Bank Transfer,processing,03-13-2025 09:07 AM
TSC10004243,BB10001596,,4718.93,Mobile Money,processing,2024-11-11
TSC10004244,BB10003244,Withdrawal,3624.2,Credit Card,Completed,2025-01-25
TSC10004245,BB10002665,,3223.37,PayPal,processing,02-17-2025 11:36 PM
TSC10004246,BB10003481,Withdrawal,4653.03,,,2024-08-24
TSC10004247,BB10003153,withdraw,2447.54,,Failed,"Nov 28, 2024 11:08"
TSC10004248,BB10000453,,1314.95,Mobile Money,cancelled,"30 November 2024, 13:04"
TSC10004249,BB10004996,,3844.3,Bank Transfer,Completed,09-29-2024 03:51 PM
TSC10004250,BB10001209,withdraw,2188.06,PayPal,cancelled,14/01/2025 08:42
TSC10004251,BB10000643,,2449.36,Credit Card,Failed,29/05/2024 01:50
TSC10004252,BB10003624,Withdrawal,3151.3,Credit Card,SUCCESS,2025-02-28
TSC10004253,BB10004146,,-63.56,Mobile Money,processing,28/10/2024 04:48
TSC10004254,BB10002987,Withdrawal,1627.53,,SUCCESS,23/12/2024 04:47
TSC10004255,BB10000273,withdraw,4866.1,Mobile Money,Pending,2024-10-18 10:53:23
TSC10004256,BB10001489,Deposit,2627.12,Mobile Money,Pending,2024-09-06
TSC10004257,BB10001501,withdraw,2555.54,Mobile Money,SUCCESS,2024-09-15
TSC10004258,BB10004699,Withdrawal,1035.74,Credit Card,Completed,11-27-2024 07:27 PM
TSC10004259,BB10004336,deposit,70.03,Cash,SUCCESS,12/04/2025 11:53
TSC10004260,BB10004227,Deposit,725.6,mpesa,,08-09-2024 06:38 AM
TSC10004261,BB10003939,deposit,1684.47,Mobile Money,Pending,"14 May 2024, 09:26"
TSC10004262,BB10002381,Deposit,1524.1,,,20/06/2024 10:18
TSC10004263,BB10000321,Withdrawal,4107.91,Credit Card,SUCCESS,"Mar 19, 2025 22:42"
TSC10004264,BB10001240,Withdrawal,2469.64,Mobile Money,,23/04/2025 22:01
